ID,,Timestamp,,Packet,AS7265X,,,,,,,,,,,,,,,,,,LightState,NDVIB,EVI,Threshold,NDVIB_W,EVI_W,PSND_W,
Device,1,2021/1/18,23:13:40,46,115,108,155,128,130,123,101,127,97,130,174,100,215,262,340,373,490,525,1,0.38,0.45,0.42,0.37,0.12,0.64,
Device,1,2021/1/18,23:13:41,47,115,108,155,128,130,123,100,126,97,129,173,100,215,262,340,373,488,524,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:13:43,48,115,108,156,128,130,123,100,126,97,129,173,100,215,262,340,372,486,521,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:13:45,49,115,108,155,128,130,123,100,126,97,129,173,100,215,262,340,372,486,521,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:13:47,50,116,109,156,128,130,124,100,127,98,130,173,100,216,263,341,373,487,522,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:13:49,51,115,108,155,128,130,123,100,126,98,130,173,99,215,262,340,372,486,522,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:13:51,52,115,108,155,128,130,123,100,126,98,130,173,100,216,263,340,372,486,521,1,0.38,0.44,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:13:53,53,115,108,154,128,130,123,100,126,97,129,172,99,214,261,339,370,483,520,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:13:55,54,115,108,155,128,130,122,100,126,97,129,172,99,214,261,338,369,483,518,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:13:56,55,115,108,155,128,130,123,100,126,97,129,172,99,215,261,339,370,483,519,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:13:58,56,115,108,155,128,130,123,100,126,97,129,172,99,215,262,339,370,483,519,1,0.38,0.44,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:0,57,115,108,155,128,130,123,100,126,97,129,172,100,215,262,340,371,484,519,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:2,58,115,108,155,128,130,123,100,126,97,129,172,99,215,262,340,370,484,519,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:4,59,115,108,155,128,130,123,100,126,98,129,172,99,215,263,340,371,484,519,1,0.38,0.44,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:6,60,115,108,155,128,130,123,100,126,98,130,173,99,216,263,340,371,484,520,1,0.38,0.44,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:8,61,115,108,155,128,130,123,100,126,98,130,173,99,216,263,340,371,485,519,1,0.38,0.44,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:9,62,115,108,155,128,130,123,100,126,98,129,173,99,216,263,340,371,484,519,1,0.38,0.44,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:11,63,116,109,156,128,130,123,100,127,98,130,173,100,216,263,341,373,485,520,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:13,64,116,109,157,128,131,124,100,127,98,130,173,100,217,263,342,373,486,521,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:15,65,116,109,157,129,131,124,101,127,98,130,174,100,217,264,342,374,488,522,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:17,66,115,108,156,128,130,122,100,125,97,128,173,99,214,262,338,369,484,517,1,0.37,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:19,67,110,104,152,123,127,119,96,120,94,125,169,96,204,258,323,356,470,504,1,0.38,0.43,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:21,68,112,107,152,124,125,120,97,121,93,126,169,98,206,254,330,363,469,509,1,0.37,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:23,69,111,105,150,123,124,120,96,121,92,126,167,97,205,252,326,360,466,508,1,0.38,0.45,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:24,70,114,107,152,127,127,121,98,123,95,126,169,98,212,257,332,364,472,509,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:26,71,109,102,147,122,123,117,95,119,92,122,164,94,203,247,319,351,461,496,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:28,72,109,102,147,122,124,117,95,120,92,123,164,94,204,248,320,351,462,496,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:30,73,112,106,151,125,126,120,97,122,94,126,167,96,209,253,329,360,469,504,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:32,74,113,106,152,126,127,120,97,123,95,126,168,97,211,257,330,362,472,505,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:34,75,112,105,151,125,126,119,96,122,94,124,166,96,208,253,327,357,467,501,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:36,76,113,106,152,126,127,120,97,122,95,125,168,97,211,254,330,362,469,502,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:38,77,112,106,152,125,126,119,96,122,95,124,168,97,209,253,330,360,468,501,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:39,78,113,106,152,126,127,120,97,122,95,125,168,97,211,254,331,361,470,502,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:41,79,113,107,152,126,127,120,97,123,96,125,168,97,211,256,331,362,471,503,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:43,80,114,107,152,127,127,120,98,124,96,125,168,98,212,256,333,362,473,504,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:45,81,113,107,152,127,127,120,98,123,96,126,168,97,212,256,332,362,472,504,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:47,82,110,103,147,123,124,117,95,120,92,122,164,94,205,247,321,351,461,496,1,0.38,0.46,0.42,0.37,0.11,0.63,
Device,1,2021/1/18,23:14:49,83,114,107,153,128,128,121,98,124,96,126,169,98,213,258,332,363,474,508,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:51,84,113,106,152,127,128,120,98,123,96,126,168,97,212,258,330,360,474,505,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:52,85,111,104,149,125,126,119,97,122,94,125,165,95,209,251,325,356,467,502,1,0.38,0.45,0.42,0.37,0.11,0.64,
Device,1,2021/1/18,23:14:54,86,111,105,150,126,127,120,98,122,94,125,166,96,209,253,326,356,468,502,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:56,87,112,105,150,126,127,120,98,122,94,125,166,96,211,253,327,356,469,502,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:14:58,88,112,105,150,126,127,119,97,122,94,125,166,96,209,253,326,356,468,502,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:0,89,111,104,150,125,126,119,97,122,94,125,165,95,209,252,325,356,466,501,1,0.37,0.45,0.42,0.36,0.11,0.64,
Device,1,2021/1/18,23:15:2,90,112,105,150,126,127,120,97,122,94,125,166,95,211,253,326,356,467,501,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:4,91,111,105,150,125,126,120,97,122,94,125,166,95,209,253,326,356,467,501,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:6,92,111,105,150,126,126,120,97,122,94,125,166,95,209,253,326,356,467,501,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:7,93,114,107,153,127,128,121,98,124,96,126,168,97,213,258,333,362,472,503,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:9,94,113,107,152,126,127,120,97,123,96,125,168,97,213,256,332,361,469,501,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:11,95,113,107,152,126,127,120,97,123,96,125,167,97,212,256,331,361,468,500,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:13,96,113,106,152,126,127,120,97,123,96,125,167,97,212,254,331,360,468,498,1,0.37,0.45,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:15,97,113,106,152,126,127,120,97,123,96,125,167,97,212,256,331,361,468,501,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:17,98,113,107,152,126,127,120,97,123,96,125,167,97,212,256,331,360,468,500,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:19,99,113,107,152,126,127,120,97,123,96,125,167,97,212,256,331,361,468,500,1,0.37,0.44,0.42,0.36,0.11,0.63,
Device,1,2021/1/18,23:15:21,100,112,106,152,125,126,119,97,122,95,124,166,96,211,254,330,359,467,498,1,0.37,0.44,0.42,0.36,0.11,0.63,
